30 90; 0 0; -30 30
<0: 15 -21; 44 38; 9 -15
15 96; 44 38; 9 -15
<0: 15 -20; 44 39; 10 -15
15 97; 44 39; 10 -15
<0: 15 -19; 44 40; 11 -15
15 98; 44 40; 11 -15
<0: 15 -18; 44 41; 12 -15
15 99; 44 41; 12 -15
<0: 15 -17; 44 42; 13 -15
15 100; 44 42; 13 -15
<0: 15 -16; 44 43; 14 -15
15 101; 44 43; 14 -15
<0: 15 -15; 44 44; 15 -15
15 102; 44 44; 15 -15
<0: 16 -15; 44 45; 16 -15
16 110; 44 45; 16 -15
<0: 17 -15; 44 46; 17 -15
17 118; 44 46; 17 -15
<0: 18 -15; 44 47; 18 -15
18 126; 44 47; 18 -15
<0: 19 -15; 44 48; 19 -15
19 134; 44 48; 19 -15
<0: 20 -15; 44 49; 20 -15
20 142; 44 49; 20 -15
<0: 21 -15; 44 50; 21 -15
21 150; 44 50; 21 -15
<0: 22 -15; 44 51; 22 -15
22 158; 44 51; 22 -15
<0: 23 -15; 44 52; 23 -15
23 166; 44 52; 23 -15
<0: 24 -15; 44 53; 24 -15
24 174; 44 53; 24 -15
<0: 25 -15; 44 54; 25 -15
25 182; 44 54; 25 -15
<0: 26 -15; 44 55; 26 -15
26 190; 44 55; 26 -15
<0: 27 -15; 44 56; 27 -15
27 198; 44 56; 27 -15
<0: 28 -15; 44 57; 28 -15
28 206; 44 57; 28 -15
<0: 29 -15; 44 58; 29 -15
29 214; 44 58; 29 -15
<0: 30 -15; 44 59; 30 -15
30 222; 44 59; 30 -15
<0: 30 -104; 45 0; -30 -16
30 133; 45 0; -30 -16
<0: 29 -100; 45 1; -29 -16
29 129; 45 1; -29 -16
<0: 28 -96; 45 2; -28 -16
28 125; 45 2; -28 -16
<0: 27 -92; 45 3; -27 -16
27 121; 45 3; -27 -16
<0: 26 -88; 45 4; -26 -16
26 117; 45 4; -26 -16
<0: 25 -84; 45 5; -25 -16
25 113; 45 5; -25 -16
<0: 24 -80; 45 6; -24 -16
24 109; 45 6; -24 -16
<0: 23 -76; 45 7; -23 -16
23 105; 45 7; -23 -16
<0: 22 -72; 45 8; -22 -16
22 101; 45 8; -22 -16
<0: 21 -68; 45 9; -21 -16
21 97; 45 9; -21 -16
<0: 20 -64; 45 10; -20 -16
20 93; 45 10; -20 -16
<0: 19 -60; 45 11; -19 -16
19 89; 45 11; -19 -16
<0: 18 -56; 45 12; -18 -16
18 85; 45 12; -18 -16
<0: 17 -52; 45 13; -17 -16
17 81; 45 13; -17 -16
<0: 16 -48; 45 14; -16 -16
16 77; 45 14; -16 -16
<0: 16 -47; 45 15; -15 -16
16 78; 45 15; -15 -16
<0: 16 -46; 45 16; -14 -16
16 79; 45 16; -14 -16
<0: 16 -45; 45 17; -13 -16
16 80; 45 17; -13 -16
<0: 16 -44; 45 18; -12 -16
16 81; 45 18; -12 -16
<0: 16 -43; 45 19; -11 -16
16 82; 45 19; -11 -16
<0: 16 -42; 45 20; -10 -16
16 83; 45 20; -10 -16
<0: 16 -41; 45 21; -9 -16
16 84; 45 21; -9 -16
<0: 16 -40; 45 22; -8 -16
16 85; 45 22; -8 -16
<0: 16 -39; 45 23; -7 -16
16 86; 45 23; -7 -16
<0: 16 -38; 45 24; -6 -16
16 87; 45 24; -6 -16
<0: 16 -37; 45 25; -5 -16
16 88; 45 25; -5 -16
<0: 16 -36; 45 26; -4 -16
16 89; 45 26; -4 -16
<0: 16 -35; 45 27; -3 -16
16 90; 45 27; -3 -16
<0: 16 -34; 45 28; -2 -16
16 91; 45 28; -2 -16
<0: 16 -33; 45 29; -1 -16
16 92; 45 29; -1 -16
<0: 16 -31; 45 30; 1 -16
16 94; 45 30; 1 -16
<0: 16 -30; 45 31; 2 -16
16 95; 45 31; 2 -16
<0: 16 -29; 45 32; 3 -16
16 96; 45 32; 3 -16
<0: 16 -28; 45 33; 4 -16
16 97; 45 33; 4 -16
<0: 16 -27; 45 34; 5 -16
16 98; 45 34; 5 -16
<0: 16 -26; 45 35; 6 -16
16 99; 45 35; 6 -16
<0: 16 -25; 45 36; 7 -16
16 100; 45 36; 7 -16
<0: 16 -24; 45 37; 8 -16
16 101; 45 37; 8 -16
<0: 16 -23; 45 38; 9 -16
16 102; 45 38; 9 -16
<0: 16 -22; 45 39; 10 -16
16 103; 45 39; 10 -16
<0: 16 -21; 45 40; 11 -16
16 104; 45 40; 11 -16
<0: 16 -20; 45 41; 12 -16
16 105; 45 41; 12 -16
<0: 16 -19; 45 42; 13 -16
16 106; 45 42; 13 -16
<0: 16 -18; 45 43; 14 -16
16 107; 45 43; 14 -16
<0: 16 -17; 45 44; 15 -16
16 108; 45 44; 15 -16
<0: 16 -16; 45 45; 16 -16
16 109; 45 45; 16 -16
<0: 17 -16; 45 46; 17 -16
17 117; 45 46; 17 -16
<0: 18 -16; 45 47; 18 -16
18 125; 45 47; 18 -16
<0: 19 -16; 45 48; 19 -16
19 133; 45 48; 19 -16
<0: 20 -16; 45 49; 20 -16
20 141; 45 49; 20 -16
<0: 21 -16; 45 50; 21 -16
21 149; 45 50; 21 -16
<0: 22 -16; 45 51; 22 -16
22 157; 45 51; 22 -16
<0: 23 -16; 45 52; 23 -16
23 165; 45 52; 23 -16
<0: 24 -16; 45 53; 24 -16
24 173; 45 53; 24 -16
<0: 25 -16; 45 54; 25 -16
25 181; 45 54; 25 -16
<0: 26 -16; 45 55; 26 -16
26 189; 45 55; 26 -16
<0: 27 -16; 45 56; 27 -16
27 197; 45 56; 27 -16
<0: 28 -16; 45 57; 28 -16
28 205; 45 57; 28 -16
<0: 29 -16; 45 58; 29 -16
29 213; 45 58; 29 -16
<0: 30 -16; 45 59; 30 -16
30 221; 45 59; 30 -16
<0: 30 -103; 46 0; -30 -17
30 134; 46 0; -30 -17
<0: 29 -99; 46 1; -29 -17
29 130; 46 1; -29 -17
<0: 28 -95; 46 2; -28 -17
28 126; 46 2; -28 -17
<0: 27 -91; 46 3; -27 -17
27 122; 46 3; -27 -17
<0: 26 -87; 46 4; -26 -17
26 118; 46 4; -26 -17
<0: 25 -83; 46 5; -25 -17
25 114; 46 5; -25 -17
<0: 24 -79; 46 6; -24 -17
24 110; 46 6; -24 -17
<0: 23 -75; 46 7; -23 -17
23 106; 46 7; -23 -17
<0: 22 -71; 46 8; -22 -17
22 102; 46 8; -22 -17
<0: 21 -67; 46 9; -21 -17
21 98; 46 9; -21 -17
<0: 20 -63; 46 10; -20 -17
20 94; 46 10; -20 -17
<0: 19 -59; 46 11; -19 -17
19 90; 46 11; -19 -17
<0: 18 -55; 46 12; -18 -17
18 86; 46 12; -18 -17
<0: 17 -51; 46 13; -17 -17
17 82; 46 13; -17 -17
<0: 17 -50; 46 14; -16 -17
17 83; 46 14; -16 -17
<0: 17 -49; 46 15; -15 -17
17 84; 46 15; -15 -17
<0: 17 -48; 46 16; -14 -17
17 85; 46 16; -14 -17
<0: 17 -47; 46 17; -13 -17
17 86; 46 17; -13 -17
<0: 17 -46; 46 18; -12 -17
17 87; 46 18; -12 -17
<0: 17 -45; 46 19; -11 -17
17 88; 46 19; -11 -17
<0: 17 -44; 46 20; -10 -17
17 89; 46 20; -10 -17
<0: 17 -43; 46 21; -9 -17
17 90; 46 21; -9 -17
<0: 17 -42; 46 22; -8 -17
17 91; 46 22; -8 -17
<0: 17 -41; 46 23; -7 -17
17 92; 46 23; -7 -17
<0: 17 -40; 46 24; -6 -17
17 93; 46 24; -6 -17
<0: 17 -39; 46 25; -5 -17
17 94; 46 25; -5 -17
<0: 17 -38; 46 26; -4 -17
17 95; 46 26; -4 -17
<0: 17 -37; 46 27; -3 -17
17 96; 46 27; -3 -17
<0: 17 -36; 46 28; -2 -17
17 97; 46 28; -2 -17
<0: 17 -35; 46 29; -1 -17
17 98; 46 29; -1 -17
<0: 17 -33; 46 30; 1 -17
17 100; 46 30; 1 -17
<0: 17 -32; 46 31; 2 -17
17 101; 46 31; 2 -17
<0: 17 -31; 46 32; 3 -17
17 102; 46 32; 3 -17
<0: 17 -30; 46 33; 4 -17
17 103; 46 33; 4 -17
<0: 17 -29; 46 34; 5 -17
17 104; 46 34; 5 -17
<0: 17 -28; 46 35; 6 -17
17 105; 46 35; 6 -17
<0: 17 -27; 46 36; 7 -17
17 106; 46 36; 7 -17
<0: 17 -26; 46 37; 8 -17
17 107; 46 37; 8 -17
<0: 17 -25; 46 38; 9 -17
17 108; 46 38; 9 -17
<0: 17 -24; 46 39; 10 -17
17 109; 46 39; 10 -17
<0: 17 -23; 46 40; 11 -17
17 110; 46 40; 11 -17
<0: 17 -22; 46 41; 12 -17
17 111; 46 41; 12 -17
<0: 17 -21; 46 42; 13 -17
17 112; 46 42; 13 -17
<0: 17 -20; 46 43; 14 -17
17 113; 46 43; 14 -17
<0: 17 -19; 46 44; 15 -17
17 114; 46 44; 15 -17
<0: 17 -18; 46 45; 16 -17
17 115; 46 45; 16 -17
<0: 17 -17; 46 46; 17 -17
17 116; 46 46; 17 -17
<0: 18 -17; 46 47; 18 -17
18 124; 46 47; 18 -17
<0: 19 -17; 46 48; 19 -17
19 132; 46 48; 19 -17
<0: 20 -17; 46 49; 20 -17
20 140; 46 49; 20 -17
<0: 21 -17; 46 50; 21 -17
21 148; 46 50; 21 -17
<0: 22 -17; 46 51; 22 -17
22 156; 46 51; 22 -17
<0: 23 -17; 46 52; 23 -17
23 164; 46 52; 23 -17
<0: 24 -17; 46 53; 24 -17
24 172; 46 53; 24 -17
<0: 25 -17; 46 54; 25 -17
25 180; 46 54; 25 -17
<0: 26 -17; 46 55; 26 -17
26 188; 46 55; 26 -17
<0: 27 -17; 46 56; 27 -17
27 196; 46 56; 27 -17
<0: 28 -17; 46 57; 28 -17
28 204; 46 57; 28 -17
<0: 29 -17; 46 58; 29 -17
29 212; 46 58; 29 -17
<0: 30 -17; 46 59; 30 -17
30 220; 46 59; 30 -17
<0: 30 -102; 47 0; -30 -18
30 135; 47 0; -30 -18
<0: 29 -98; 47 1; -29 -18
29 131; 47 1; -29 -18
<0: 28 -94; 47 2; -28 -18
28 127; 47 2; -28 -18
<0: 27 -90; 47 3; -27 -18
27 123; 47 3; -27 -18
<0: 26 -86; 47 4; -26 -18
26 119; 47 4; -26 -18
<0: 25 -82; 47 5; -25 -18
25 115; 47 5; -25 -18
<0: 24 -78; 47 6; -24 -18
24 111; 47 6; -24 -18
<0: 23 -74; 47 7; -23 -18
23 107; 47 7; -23 -18
<0: 22 -70; 47 8; -22 -18
22 103; 47 8; -22 -18
<0: 21 -66; 47 9; -21 -18
21 99; 47 9; -21 -18
<0: 20 -62; 47 10; -20 -18
20 95; 47 10; -20 -18
<0: 19 -58; 47 11; -19 -18
19 91; 47 11; -19 -18
<0: 18 -54; 47 12; -18 -18
18 87; 47 12; -18 -18
<0: 18 -53; 47 13; -17 -18
18 88; 47 13; -17 -18
<0: 18 -52; 47 14; -16 -18
18 89; 47 14; -16 -18
<0: 18 -51; 47 15; -15 -18
18 90; 47 15; -15 -18
<0: 18 -50; 47 16; -14 -18
18 91; 47 16; -14 -18
<0: 18 -49; 47 17; -13 -18
18 92; 47 17; -13 -18
<0: 18 -48; 47 18; -12 -18
18 93; 47 18; -12 -18
<0: 18 -47; 47 19; -11 -18
18 94; 47 19; -11 -18
<0: 18 -46; 47 20; -10 -18
18 95; 47 20; -10 -18
<0: 18 -45; 47 21; -9 -18
18 96; 47 21; -9 -18
<0: 18 -44; 47 22; -8 -18
18 97; 47 22; -8 -18
<0: 18 -43; 47 23; -7 -18
18 98; 47 23; -7 -18
<0: 18 -42; 47 24; -6 -18
18 99; 47 24; -6 -18
<0: 18 -41; 47 25; -5 -18
18 100; 47 25; -5 -18
<0: 18 -40; 47 26; -4 -18
18 101; 47 26; -4 -18
<0: 18 -39; 47 27; -3 -18
18 102; 47 27; -3 -18
<0: 18 -38; 47 28; -2 -18
18 103; 47 28; -2 -18
<0: 18 -37; 47 29; -1 -18
18 104; 47 29; -1 -18
<0: 18 -35; 47 30; 1 -18
18 106; 47 30; 1 -18
<0: 18 -34; 47 31; 2 -18
18 107; 47 31; 2 -18
<0: 18 -33; 47 32; 3 -18
18 108; 47 32; 3 -18
<0: 18 -32; 47 33; 4 -18
18 109; 47 33; 4 -18
<0: 18 -31; 47 34; 5 -18
18 110; 47 34; 5 -18
<0: 18 -30; 47 35; 6 -18
18 111; 47 35; 6 -18
<0: 18 -29; 47 36; 7 -18
18 112; 47 36; 7 -18
<0: 18 -28; 47 37; 8 -18
18 113; 47 37; 8 -18
<0: 18 -27; 47 38; 9 -18
18 114; 47 38; 9 -18
<0: 18 -26; 47 39; 10 -18
18 115; 47 39; 10 -18
<0: 18 -25; 47 40; 11 -18
18 116; 47 40; 11 -18
<0: 18 -24; 47 41; 12 -18
18 117; 47 41; 12 -18
<0: 18 -23; 47 42; 13 -18
18 118; 47 42; 13 -18
<0: 18 -22; 47 43; 14 -18
18 119; 47 43; 14 -18
<0: 18 -21; 47 44; 15 -18
18 120; 47 44; 15 -18
<0: 18 -20; 47 45; 16 -18
18 121; 47 45; 16 -18
<0: 18 -19; 47 46; 17 -18
18 122; 47 46; 17 -18
<0: 18 -18; 47 47; 18 -18
18 123; 47 47; 18 -18
<0: 19 -18; 47 48; 19 -18
19 131; 47 48; 19 -18
<0: 20 -18; 47 49; 20 -18
20 139; 47 49; 20 -18
<0: 21 -18; 47 50; 21 -18
21 147; 47 50; 21 -18
<0: 22 -18; 47 51; 22 -18
22 155; 47 51; 22 -18
<0: 23 -18; 47 52; 23 -18
23 163; 47 52; 23 -18
<0: 24 -18; 47 53; 24 -18
24 171; 47 53; 24 -18
<0: 25 -18; 47 54; 25 -18
25 179; 47 54; 25 -18
<0: 26 -18; 47 55; 26 -18
26 187; 47 55; 26 -18
<0: 27 -18; 47 56; 27 -18
27 195; 47 56; 27 -18
<0: 28 -18; 47 57; 28 -18
28 203; 47 57; 28 -18
<0: 29 -18; 47 58; 29 -18
29 211; 47 58; 29 -18
<0: 30 -18; 47 59; 30 -18
30 219; 47 59; 30 -18
<0: 30 -101; 48 0; -30 -19
30 136; 48 0; -30 -19
<0: 29 -97; 48 1; -29 -19
29 132; 48 1; -29 -19
<0: 28 -93; 48 2; -28 -19
28 128; 48 2; -28 -19
<0: 27 -89; 48 3; -27 -19
27 124; 48 3; -27 -19
<0: 26 -85; 48 4; -26 -19
26 120; 48 4; -26 -19
<0: 25 -81; 48 5; -25 -19
25 116; 48 5; -25 -19
<0: 24 -77; 48 6; -24 -19
24 112; 48 6; -24 -19
<0: 23 -73; 48 7; -23 -19
23 108; 48 7; -23 -19
<0: 22 -69; 48 8; -22 -19
22 104; 48 8; -22 -19
<0: 21 -65; 48 9; -21 -19
21 100; 48 9; -21 -19
<0: 20 -61; 48 10; -20 -19
20 96; 48 10; -20 -19
<0: 19 -57; 48 11; -19 -19
19 92; 48 11; -19 -19
<0: 19 -56; 48 12; -18 -19
19 93; 48 12; -18 -19
<0: 19 -55; 48 13; -17 -19
19 94; 48 13; -17 -19
<0: 19 -54; 48 14; -16 -19
19 95; 48 14; -16 -19
<0: 19 -53; 48 15; -15 -19
19 96; 48 15; -15 -19
<0: 19 -52; 48 16; -14 -19
19 97; 48 16; -14 -19
<0: 19 -51; 48 17; -13 -19
19 98; 48 17; -13 -19
<0: 19 -50; 48 18; -12 -19
19 99; 48 18; -12 -19
<0: 19 -49; 48 19; -11 -19
19 100; 48 19; -11 -19
<0: 19 -48; 48 20; -10 -19
19 101; 48 20; -10 -19
<0: 19 -47; 48 21; -9 -19
19 102; 48 21; -9 -19
<0: 19 -46; 48 22; -8 -19
19 103; 48 22; -8 -19
<0: 19 -45; 48 23; -7 -19
19 104; 48 23; -7 -19
<0: 19 -44; 48 24; -6 -19
19 105; 48 24; -6 -19
<0: 19 -43; 48 25; -5 -19
19 106; 48 25; -5 -19
<0: 19 -42; 48 26; -4 -19
19 107; 48 26; -4 -19
<0: 19 -41; 48 27; -3 -19
19 108; 48 27; -3 -19
<0: 19 -40; 48 28; -2 -19
19 109; 48 28; -2 -19
<0: 19 -39; 48 29; -1 -19
19 110; 48 29; -1 -19
<0: 19 -37; 48 30; 1 -19
19 112; 48 30; 1 -19
<0: 19 -36; 48 31; 2 -19
19 113; 48 31; 2 -19
<0: 19 -35; 48 32; 3 -19
19 114; 48 32; 3 -19
<0: 19 -34; 48 33; 4 -19
19 115; 48 33; 4 -19
<0: 19 -33; 48 34; 5 -19
19 116; 48 34; 5 -19
<0: 19 -32; 48 35; 6 -19
19 117; 48 35; 6 -19
<0: 19 -31; 48 36; 7 -19
19 118; 48 36; 7 -19
<0: 19 -30; 48 37; 8 -19
19 119; 48 37; 8 -19
<0: 19 -29; 48 38; 9 -19
19 120; 48 38; 9 -19
<0: 19 -28; 48 39; 10 -19
19 121; 48 39; 10 -19
<0: 19 -27; 48 40; 11 -19
19 122; 48 40; 11 -19
<0: 19 -26; 48 41; 12 -19
19 123; 48 41; 12 -19
<0: 19 -25; 48 42; 13 -19
19 124; 48 42; 13 -19
<0: 19 -24; 48 43; 14 -19
19 125; 48 43; 14 -19
<0: 19 -23; 48 44; 15 -19
19 126; 48 44; 15 -19
<0: 19 -22; 48 45; 16 -19
19 127; 48 45; 16 -19
<0: 19 -21; 48 46; 17 -19
19 128; 48 46; 17 -19
<0: 19 -20; 48 47; 18 -19
19 129; 48 47; 18 -19
<0: 19 -19; 48 48; 19 -19
19 130; 48 48; 19 -19
<0: 20 -19; 48 49; 20 -19
20 138; 48 49; 20 -19
<0: 21 -19; 48 50; 21 -19
21 146; 48 50; 21 -19
<0: 22 -19; 48 51; 22 -19
22 154; 48 51; 22 -19
<0: 23 -19; 48 52; 23 -19
23 162; 48 52; 23 -19
<0: 24 -19; 48 53; 24 -19
24 170; 48 53; 24 -19
<0: 25 -19; 48 54; 25 -19
25 178; 48 54; 25 -19
<0: 26 -19; 48 55; 26 -19
26 186; 48 55; 26 -19
<0: 27 -19; 48 56; 27 -19
27 194; 48 56; 27 -19
<0: 28 -19; 48 57; 28 -19
28 202; 48 57; 28 -19
<0: 29 -19; 48 58; 29 -19
29 210; 48 58; 29 -19
<0: 30 -19; 48 59; 30 -19
30 218; 48 59; 30 -19
<0: 30 -100; 49 0; -30 -20
30 137; 49 0; -30 -20
<0: 29 -96; 49 1; -29 -20
29 133; 49 1; -29 -20
<0: 28 -92; 49 2; -28 -20
28 129; 49 2; -28 -20
<0: 27 -88; 49 3; -27 -20
27 125; 49 3; -27 -20
<0: 26 -84; 49 4; -26 -20
26 121; 49 4; -26 -20
<0: 25 -80; 49 5; -25 -20
25 117; 49 5; -25 -20
<0: 24 -76; 49 6; -24 -20
24 113; 49 6; -24 -20
<0: 23 -72; 49 7; -23 -20
23 109; 49 7; -23 -20
<0: 22 -68; 49 8; -22 -20
22 105; 49 8; -22 -20
<0: 21 -64; 49 9; -21 -20
21 101; 49 9; -21 -20
<0: 20 -60; 49 10; -20 -20
20 97; 49 10; -20 -20
<0: 20 -59; 49 11; -19 -20
20 98; 49 11; -19 -20
<0: 20 -58; 49 12; -18 -20
20 99; 49 12; -18 -20
<0: 20 -57; 49 13; -17 -20
20 100; 49 13; -17 -20
<0: 20 -56; 49 14; -16 -20
20 101; 49 14; -16 -20
<0: 20 -55; 49 15; -15 -20
20 102; 49 15; -15 -20
<0: 20 -54; 49 16; -14 -20
20 103; 49 16; -14 -20
<0: 20 -53; 49 17; -13 -20
20 104; 49 17; -13 -20
<0: 20 -52; 49 18; -12 -20
20 105; 49 18; -12 -20
<0: 20 -51; 49 19; -11 -20
20 106; 49 19; -11 -20
<0: 20 -50; 49 20; -10 -20
20 107; 49 20; -10 -20
<0: 20 -49; 49 21; -9 -20
20 108; 49 21; -9 -20
<0: 20 -48; 49 22; -8 -20
20 109; 49 22; -8 -20
<0: 20 -47; 49 23; -7 -20
20 110; 49 23; -7 -20
<0: 20 -46; 49 24; -6 -20
20 111; 49 24; -6 -20
<0: 20 -45; 49 25; -5 -20
20 112; 49 25; -5 -20
<0: 20 -44; 49 26; -4 -20
20 113; 49 26; -4 -20
<0: 20 -43; 49 27; -3 -20
20 114; 49 27; -3 -20
<0: 20 -42; 49 28; -2 -20
20 115; 49 28; -2 -20
<0: 20 -41; 49 29; -1 -20
20 116; 49 29; -1 -20
<0: 20 -39; 49 30; 1 -20
20 118; 49 30; 1 -20
<0: 20 -38; 49 31; 2 -20
20 119; 49 31; 2 -20
<0: 20 -37; 49 32; 3 -20
20 120; 49 32; 3 -20
<0: 20 -36; 49 33; 4 -20
20 121; 49 33; 4 -20
<0: 20 -35; 49 34; 5 -20
20 122; 49 34; 5 -20
<0: 20 -34; 49 35; 6 -20
20 123; 49 35; 6 -20
<0: 20 -33; 49 36; 7 -20
20 124; 49 36; 7 -20
<0: 20 -32; 49 37; 8 -20
20 125; 49 37; 8 -20
<0: 20 -31; 49 38; 9 -20
20 126; 49 38; 9 -20
<0: 20 -30; 49 39; 10 -20
20 127; 49 39; 10 -20
<0: 20 -29; 49 40; 11 -20
20 128; 49 40; 11 -20
<0: 20 -28; 49 41; 12 -20
20 129; 49 41; 12 -20
<0: 20 -27; 49 42; 13 -20
20 130; 49 42; 13 -20
<0: 20 -26; 49 43; 14 -20
20 131; 49 43; 14 -20
<0: 20 -25; 49 44; 15 -20
20 132; 49 44; 15 -20
<0: 20 -24; 49 45; 16 -20
20 133; 49 45; 16 -20
<0: 20 -23; 49 46; 17 -20
20 134; 49 46; 17 -20
<0: 20 -22; 49 47; 18 -20
20 135; 49 47; 18 -20
<0: 20 -21; 49 48; 19 -20
20 136; 49 48; 19 -20
<0: 20 -20; 49 49; 20 -20
20 137; 49 49; 20 -20
<0: 21 -20; 49 50; 21 -20
21 145; 49 50; 21 -20
<0: 22 -20; 49 51; 22 -20
22 153; 49 51; 22 -20
<0: 23 -20; 49 52; 23 -20
23 161; 49 52; 23 -20
<0: 24 -20; 49 53; 24 -20
24 169; 49 53; 24 -20
<0: 25 -20; 49 54; 25 -20
25 177; 49 54; 25 -20
<0: 26 -20; 49 55; 26 -20
26 185; 49 55; 26 -20
<0: 27 -20; 49 56; 27 -20
27 193; 49 56; 27 -20
<0: 28 -20; 49 57; 28 -20
28 201; 49 57; 28 -20
<0: 29 -20; 49 58; 29 -20
29 209; 49 58; 29 -20
<0: 30 -20; 49 59; 30 -20
30 217; 49 59; 30 -20
<0: 30 -99; 50 0; -30 -21
30 138; 50 0; -30 -21
<0: 29 -95; 50 1; -29 -21
29 134; 50 1; -29 -21
<0: 28 -91; 50 2; -28 -21
28 130; 50 2; -28 -21
<0: 27 -87; 50 3; -27 -21
27 126; 50 3; -27 -21
<0: 26 -83; 50 4; -26 -21
26 122; 50 4; -26 -21
<0: 25 -79; 50 5; -25 -21
25 118; 50 5; -25 -21
<0: 24 -75; 50 6; -24 -21
24 114; 50 6; -24 -21
<0: 23 -71; 50 7; -23 -21
23 110; 50 7; -23 -21
<0: 22 -67; 50 8; -22 -21
22 106; 50 8; -22 -21
<0: 21 -63; 50 9; -21 -21
21 102; 50 9; -21 -21
<0: 21 -62; 50 10; -20 -21
21 103; 50 10; -20 -21
<0: 21 -61; 50 11; -19 -21
21 104; 50 11; -19 -21
<0: 21 -60; 50 12; -18 -21
21 105; 50 12; -18 -21
<0: 21 -59; 50 13; -17 -21
21 106; 50 13; -17 -21
<0: 21 -58; 50 14; -16 -21
21 107; 50 14; -16 -21
<0: 21 -57; 50 15; -15 -21
21 108; 50 15; -15 -21
<0: 21 -56; 50 16; -14 -21
21 109; 50 16; -14 -21
<0: 21 -55; 50 17; -13 -21
21 110; 50 17; -13 -21
<0: 21 -54; 50 18; -12 -21
21 111; 50 18; -12 -21
<0: 21 -53; 50 19; -11 -21
21 112; 50 19; -11 -21
<0: 21 -52; 50 20; -10 -21
21 113; 50 20; -10 -21
<0: 21 -51; 50 21; -9 -21
21 114; 50 21; -9 -21
<0: 21 -50; 50 22; -8 -21
21 115; 50 22; -8 -21
<0: 21 -49; 50 23; -7 -21
21 116; 50 23; -7 -21
<0: 21 -48; 50 24; -6 -21
21 117; 50 24; -6 -21
<0: 21 -47; 50 25; -5 -21
21 118; 50 25; -5 -21
<0: 21 -46; 50 26; -4 -21
21 119; 50 26; -4 -21
<0: 21 -45; 50 27; -3 -21
21 120; 50 27; -3 -21
<0: 21 -44; 50 28; -2 -21
21 121; 50 28; -2 -21
<0: 21 -43; 50 29; -1 -21
21 122; 50 29; -1 -21
<0: 21 -41; 50 30; 1 -21
21 124; 50 30; 1 -21
<0: 21 -40; 50 31; 2 -21
21 125; 50 31; 2 -21
<0: 21 -39; 50 32; 3 -21
21 126; 50 32; 3 -21
<0: 21 -38; 50 33; 4 -21
21 127; 50 33; 4 -21
<0: 21 -37; 50 34; 5 -21
21 128; 50 34; 5 -21
<0: 21 -36; 50 35; 6 -21
21 129; 50 35; 6 -21
<0: 21 -35; 50 36; 7 -21
21 130; 50 36; 7 -21
<0: 21 -34; 50 37; 8 -21
21 131; 50 37; 8 -21
<0: 21 -33; 50 38; 9 -21
21 132; 50 38; 9 -21
<0: 21 -32; 50 39; 10 -21
21 133; 50 39; 10 -21
<0: 21 -31; 50 40; 11 -21
21 134; 50 40; 11 -21
<0: 21 -30; 50 41; 12 -21
21 135; 50 41; 12 -21
<0: 21 -29; 50 42; 13 -21
21 136; 50 42; 13 -21
<0: 21 -28; 50 43; 14 -21
21 137; 50 43; 14 -21
<0: 21 -27; 50 44; 15 -21
21 138; 50 44; 15 -21
<0: 21 -26; 50 45; 16 -21
21 139; 50 45; 16 -21
<0: 21 -25; 50 46; 17 -21
21 140; 50 46; 17 -21
<0: 21 -24; 50 47; 18 -21
21 141; 50 47; 18 -21
<0: 21 -23; 50 48; 19 -21
21 142; 50 48; 19 -21
<0: 21 -22; 50 49; 20 -21
21 143; 50 49; 20 -21
<0: 21 -21; 50 50; 21 -21
21 144; 50 50; 21 -21
<0: 22 -21; 50 51; 22 -21
22 152; 50 51; 22 -21
<0: 23 -21; 50 52; 23 -21
23 160; 50 52; 23 -21
<0: 24 -21; 50 53; 24 -21
24 168; 50 53; 24 -21
<0: 25 -21; 50 54; 25 -21
25 176; 50 54; 25 -21
<0: 26 -21; 50 55; 26 -21
26 184; 50 55; 26 -21
<0: 27 -21; 50 56; 27 -21
27 192; 50 56; 27 -21
<0: 28 -21; 50 57; 28 -21
28 200; 50 57; 28 -21
<0: 29 -21; 50 58; 29 -21
29 208; 50 58; 29 -21
<0: 30 -21; 50 59; 30 -21
30 216; 50 59; 30 -21
<0: 30 -98; 51 0; -30 -22
30 139; 51 0; -30 -22
<0: 29 -94; 51 1; -29 -22
29 135; 51 1; -29 -22
<0: 28 -90; 51 2; -28 -22
28 131; 51 2; -28 -22
<0: 27 -86; 51 3; -27 -22
27 127; 51 3; -27 -22
<0: 26 -82; 51 4; -26 -22
26 123; 51 4; -26 -22
<0: 25 -78; 51 5; -25 -22
25 119; 51 5; -25 -22
<0: 24 -74; 51 6; -24 -22
24 115; 51 6; -24 -22
<0: 23 -70; 51 7; -23 -22
23 111; 51 7; -23 -22
<0: 22 -66; 51 8; -22 -22
22 107; 51 8; -22 -22
<0: 22 -65; 51 9; -21 -22
22 108; 51 9; -21 -22
<0: 22 -64; 51 10; -20 -22
22 109; 51 10; -20 -22
<0: 22 -63; 51 11; -19 -22
22 110; 51 11; -19 -22
<0: 22 -62; 51 12; -18 -22
22 111; 51 12; -18 -22
<0: 22 -61; 51 13; -17 -22
22 112; 51 13; -17 -22
<0: 22 -60; 51 14; -16 -22
22 113; 51 14; -16 -22
<0: 22 -59; 51 15; -15 -22
22 114; 51 15; -15 -22
<0: 22 -58; 51 16; -14 -22
22 115; 51 16; -14 -22
<0: 22 -57; 51 17; -13 -22
